#,Artista,Álbum,Año,Pista,Título Canción,BPM Base,Half-Time,Double-Time,Compás,Tonalidad (Key),Camelot,Duración
974,The Notorious B.I.G.,Life After Death,1997,3,"Mo Money Mo Problems (ft. Mase, Puff Daddy)",104,52,208,4/4,G# Menor,1A,4:17
975,The Notorious B.I.G.,Life After Death,1997,4,Sky's the Limit (ft. 112),85,42.5,170,4/4,A# Menor,3A,5:29
976,The Notorious B.I.G.,Life After Death,1997,5,Going Back to Cali,100,50,200,4/4,C# Menor,12A,5:07
977,The Notorious B.I.G.,Life After Death,1997,6,Ten Crack Commandments,95,47.5,190,4/4,D# Menor,2A,3:24
978,Jay-Z,Reasonable Doubt,1996,1,Can't Knock the Hustle (ft. Mary J. Blige),86,43,172,4/4,F# Menor,11A,5:17
979,Jay-Z,Reasonable Doubt,1996,2,Dead Presidents II,87,43.5,174,4/4,G# Menor,1A,4:27
980,Jay-Z,Reasonable Doubt,1996,3,Brooklyn's Finest (ft. The Notorious B.I.G.),94,47,188,4/4,C# Menor,12A,4:36
981,Jay-Z,Reasonable Doubt,1996,4,Feelin' It,89,44.5,178,4/4,A# Menor,3A,3:48
982,Jay-Z,The Blueprint,2001,1,Izzo (H.O.V.A.),85,42.5,170,4/4,F# Mayor,2B,4:00
983,Jay-Z,The Blueprint,2001,2,"Girls, Girls, Girls",87,43.5,174,4/4,D# Menor,2A,4:35
984,Jay-Z,The Blueprint,2001,3,Song Cry,85,42.5,170,4/4,G# Menor,1A,5:03
985,Jay-Z,The Blueprint,2001,4,Heart of the City (Ain't No Love),88,44,176,4/4,F# Menor,11A,3:43
986,Jay-Z,The Blueprint,2001,5,Renegade (ft. Eminem),87,43.5,174,4/4,C# Menor,12A,5:38
987,Jay-Z,The Black Album,2003,1,What More Can I Say,86,43,172,4/4,A# Menor,3A,4:55
988,Jay-Z,The Black Album,2003,2,Encore,98,49,196,4/4,G# Menor,1A,4:11
989,Jay-Z,The Black Album,2003,3,Dirt Off Your Shoulder,92,46,184,4/4,F# Menor,11A,4:05
990,Jay-Z,The Black Album,2003,4,99 Problems,90,45,180,4/4,A# Menor,3A,3:55
991,Jay-Z,Watch the Throne,2011,1,Ni**as in Paris (con Kanye West),140,70,280,4/4,G# Menor,1A,3:39
992,Jay-Z,Watch the Throne,2011,2,Otis (ft. Otis Redding),94,47,188,4/4,C# Menor,12A,2:58
993,Jay-Z,Watch the Throne,2011,3,No Church in the Wild (ft. Frank Ocean),140,70,280,4/4,D# Menor,2A,4:32
994,Jay-Z,The Blueprint 3,2009,1,Empire State of Mind (ft. Alicia Keys),174,87,348,4/4,F# Mayor,2B,4:36
995,Jay-Z,4:44,2017,1,The Story of O.J.,83,41.5,166,4/4,D# Menor,2A,3:52
996,Jay-Z,4:44,2017,2,4:44,85,42.5,170,4/4,F# Menor,11A,4:44
997,Kanye West (Ye),The College Dropout,2004,1,We Don't Care,84,42,168,4/4,G# Menor,1A,3:59
998,Kanye West (Ye),The College Dropout,2004,2,All Falls Down (ft. Syleena Johnson),91,45.5,182,4/4,G# Menor,1A,3:43
999,Kanye West (Ye),The College Dropout,2004,3,Jesus Walks,105,52.5,210,4/4,A♭ Minor,1A,3:13
1000,Kanye West (Ye),The College Dropout,2004,4,Through the Wire,85,42.5,170,4/4,F# Menor,11A,3:41
1001,Kanye West (Ye),Late Registration,2005,1,Heard 'Em Say (ft. Adam Levine),95,47.5,190,4/4,C# Menor,12A,3:23
1002,Kanye West (Ye),Late Registration,2005,2,Touch the Sky (ft. Lupe Fiasco),107,53.5,214,4/4,A# Menor,3A,3:57
1003,Kanye West (Ye),Late Registration,2005,3,Gold Digger (ft. Jamie Foxx),93,46.5,186,4/4,G# Menor,1A,3:28
1004,Kanye West (Ye),Graduation,2007,1,Good Morning,83,41.5,166,4/4,F# Menor,11A,3:15
1005,Kanye West (Ye),Graduation,2007,2,Stronger,104,52,208,4/4,D# Menor,2A,5:12
1006,Kanye West (Ye),Graduation,2007,3,I Wonder,96,48,192,4/4,C# Menor,12A,4:03
1007,Kanye West (Ye),Graduation,2007,4,Good Life (ft. T-Pain),95,47.5,190,4/4,G# Menor,1A,3:27
1008,Kanye West (Ye),Graduation,2007,5,Can't Tell Me Nothing,80,40,160,4/4,A# Menor,3A,4:31
1009,Kanye West (Ye),Graduation,2007,6,Flashing Lights (ft. Dwele),90,45,180,4/4,F# Menor,11A,3:57
1010,Kanye West (Ye),MBDTF,2010,1,Dark Fantasy,88,44,176,4/4,C# Menor,12A,4:40
1011,Kanye West (Ye),MBDTF,2010,2,POWER,154,77,308,4/4,C Menor,5A,4:52
1012,Kanye West (Ye),MBDTF,2010,3,"Monster (ft. Jay-Z, Rick Ross, Nicki Minaj)",125,62.5,250,4/4,D# Menor,2A,6:18
1013,Kanye West (Ye),MBDTF,2010,4,Devil in a New Dress (ft. Rick Ross),87,43.5,174,4/4,G# Menor,1A,5:52
1014,Kanye West (Ye),MBDTF,2010,5,Runaway (ft. Pusha T),85,42.5,170,4/4,F# Menor,11A,9:08
1015,Snoop Dogg,Doggystyle,1993,1,Gin and Juice,95,47.5,190,4/4,C# Menor,12A,3:31
1016,Snoop Dogg,Doggystyle,1993,2,Tha Shiznit,96,48,192,4/4,G# Menor,1A,4:03
1017,Snoop Dogg,Doggystyle,1993,3,Lodi Dodi,87,43.5,174,4/4,F# Menor,11A,4:24
1018,Snoop Dogg,Doggystyle,1993,4,Murder Was the Case,90,45,180,4/4,A# Menor,3A,3:38
1019,Snoop Dogg,Doggystyle,1993,5,Who Am I? (What's My Name?),95,47.5,190,4/4,D# Menor,2A,4:06
1020,Snoop Dogg,Doggystyle,1993,6,"Ain't No Fun (ft. Nate Dogg, Warren G, Kurupt)",98,49,196,4/4,G# Menor,1A,4:07
1021,Snoop Dogg,Tha Doggfather,1996,1,Snoop's Upside Ya Head,94,47,188,4/4,C# Menor,12A,4:30
1022,Snoop Dogg,Tha Doggfather,1996,2,Vapors,90,45,180,4/4,F# Menor,11A,4:21
1023,Snoop Dogg,Paid tha Cost to Be da Bo$$,2002,1,From tha Chuuuch to da Palace,98,49,196,4/4,A# Menor,3A,4:40
1024,Snoop Dogg,Paid tha Cost to Be da Bo$$,2002,2,"Beautiful (ft. Pharrell, Charlie Wilson)",100,50,200,4/4,D# Menor,2A,4:58
1025,Snoop Dogg,R&G (Rhythm & Gangsta),2004,1,Drop It Like It's Hot (ft. Pharrell),102,51,204,4/4,C# Menor,12A,4:26
1026,Snoop Dogg,R&G (Rhythm & Gangsta),2004,2,"Signs (ft. Justin Timberlake, Charlie Wilson)",110,55,220,4/4,F# Menor,11A,3:56
1027,Dr. Dre,The Chronic,1992,1,Fuck wit Dre Day (ft. Snoop Dogg),94,47,188,4/4,C# Menor,12A,4:52
1028,Dr. Dre,The Chronic,1992,2,Let Me Ride (ft. Snoop Dogg),92,46,184,4/4,F# Menor,11A,4:21
1029,Dr. Dre,The Chronic,1992,3,Nuthin' but a 'G' Thang (ft. Snoop Dogg),94,47,188,4/4,G# Menor,1A,3:58
1030,Dr. Dre,The Chronic,1992,4,Lil' Ghetto Boy,90,45,180,4/4,A# Menor,3A,5:27
1031,Dr. Dre,2001,1999,1,The Watcher,94,47,188,4/4,C# Menor,12A,3:26
1032,Dr. Dre,2001,1999,2,Still D.R.E. (ft. Snoop Dogg),93,46.5,186,4/4,A# Menor,3A,4:30
1033,Dr. Dre,2001,1999,3,"Xxplosive (ft. Hittman, Kurupt, Nate Dogg)",84,42,168,4/4,F# Menor,11A,3:35
1034,Dr. Dre,2001,1999,4,"What's the Difference (ft. Eminem, Xzibit)",92,46,184,4/4,G# Menor,1A,4:04
1035,Dr. Dre,2001,1999,5,"The Next Episode (ft. Snoop Dogg, Kurupt, Nate Dogg)",95,47.5,190,4/4,D# Menor,2A,2:41
1036,Dr. Dre,2001,1999,6,Forgot About Dre (ft. Eminem),134,67,268,4/4,G# Menor,1A,3:42
1037,Dr. Dre,2001,1999,7,"The Message (ft. Mary J. Blige, Rell)",85,42.5,170,4/4,C# Menor,12A,5:30
1038,Dr. Dre,Compton,2015,1,Talk About It,95,47.5,190,4/4,F# Menor,11A,3:15
1039,Dr. Dre,Compton,2015,2,Genocide (ft. Kendrick Lamar),90,45,180,4/4,A# Menor,3A,4:26
1040,Nas,Illmatic,1994,1,N.Y. State of Mind,84,42,168,4/4,D# Menor,2A,4:54
1041,Nas,Illmatic,1994,2,Life's a Bitch (ft. AZ),89,44.5,178,4/4,F# Menor,11A,3:30
1042,Nas,Illmatic,1994,3,The World Is Yours,87,43.5,174,4/4,A# Menor,3A,4:50
1043,Nas,Illmatic,1994,4,Halftime,92,46,184,4/4,C# Menor,12A,4:20
1044,Nas,Illmatic,1994,5,Memory Lane (Sittin' in da Park),87,43.5,174,4/4,G# Menor,1A,4:08
1045,Nas,Illmatic,1994,6,One Love,92,46,184,4/4,F# Menor,11A,5:25
1046,Nas,Illmatic,1994,7,It Ain't Hard to Tell,92,46,184,4/4,D# Menor,2A,3:22
1047,Nas,It Was Written,1996,1,The Message,85,42.5,170,4/4,G# Menor,1A,3:54
1048,Nas,It Was Written,1996,2,Street Dreams,90,45,180,4/4,C# Menor,12A,4:02
1049,Nas,It Was Written,1996,3,I Gave You Power,86,43,172,4/4,F# Menor,11A,3:52
1050,Nas,It Was Written,1996,4,If I Ruled the World (Imagine That) (ft. Lauryn Hill),94,47,188,4/4,F# Menor,11A,4:42
1051,Nas,Stillmatic,2001,1,Ether,89,44.5,178,4/4,A# Menor,3A,4:37
1052,Nas,Stillmatic,2001,2,One Mic,84,42,168,4/4,D# Menor,2A,4:28
1053,Nas,King's Disease,2020,1,Ultra Black (ft. Hit-Boy),88,44,176,4/4,C# Menor,12A,3:18
1054,50 Cent,Get Rich or Die Tryin',2003,1,What Up Gangsta,82,41,164,4/4,F# Menor,11A,2:59
1055,50 Cent,Get Rich or Die Tryin',2003,2,Patiently Waiting (ft. Eminem),87,43.5,174,4/4,G# Menor,1A,4:48
1056,50 Cent,Get Rich or Die Tryin',2003,3,Many Men (Wish Death),108,54,216,4/4,F# Menor,11A,4:16
1057,50 Cent,Get Rich or Die Tryin',2003,4,In Da Club,90,45,180,4/4,F# Menor,11A,3:13
1058,50 Cent,Get Rich or Die Tryin',2003,5,If I Can't,94,47,188,4/4,C# Menor,12A,3:16
1059,50 Cent,Get Rich or Die Tryin',2003,6,P.I.M.P.,85,42.5,170,4/4,D# Menor,2A,4:09
1060,50 Cent,Get Rich or Die Tryin',2003,7,21 Questions (ft. Nate Dogg),90,45,180,4/4,A# Menor,3A,3:44
1061,50 Cent,Get Rich or Die Tryin',2003,8,Wanksta,82,41,164,4/4,G# Menor,1A,3:39
1062,50 Cent,The Massacre,2005,1,Disco Inferno,97,48.5,194,4/4,C# Menor,12A,3:34
1063,50 Cent,The Massacre,2005,2,Just a Lil Bit,97,48.5,194,4/4,A# Menor,3A,3:57
1064,50 Cent,The Massacre,2005,3,Candy Shop (ft. Olivia),125,62.5,250,4/4,F# Menor,11A,3:29
1065,50 Cent,The Massacre,2005,4,Outta Control (Remix ft. Mobb Deep),95,47.5,190,4/4,D# Menor,2A,3:21
1066,50 Cent,Curtis,2007,1,I Get Money,95,47.5,190,4/4,C# Menor,12A,3:43
1067,50 Cent,Curtis,2007,2,"Ayo Technology (ft. Justin Timberlake, Timbaland)",114,57,228,4/4,G# Menor,1A,4:07
1068,Travis Scott,Rodeo,2015,1,"3500 (ft. Future, 2 Chainz)",124,62,248,4/4,C# Menor,12A,7:41
1069,Travis Scott,Rodeo,2015,2,90210 (ft. Kacy Hill),120,60,240,4/4,F# Menor,11A,5:39
1070,Travis Scott,Rodeo,2015,3,Antidote,135,67.5,270,4/4,G# Menor,1A,4:22
1071,Travis Scott,Rodeo,2015,4,"Maria I'm Drunk (ft. Justin Bieber, Young Thug)",140,70,280,4/4,A# Menor,3A,5:49
1072,Travis Scott,Birds in the Trap Sing McKnight,2016,1,goosebumps (ft. Kendrick Lamar),130,65,260,4/4,D# Menor,2A,4:03
1073,Travis Scott,Birds in the Trap Sing McKnight,2016,2,"pick up the phone (ft. Young Thug, Quavo)",130,65,260,4/4,C# Menor,12A,4:12
1074,Travis Scott,ASTROWORLD,2018,1,STARGAZING,150,75,300,4/4,G# Menor,1A,4:31
1075,Travis Scott,ASTROWORLD,2018,2,SICKO MODE (ft. Drake),155,77.5,310,4/4,F# Menor,11A,5:12
1076,Travis Scott,ASTROWORLD,2018,3,STOP TRYING TO BE GOD,140,70,280,4/4,C# Menor,12A,5:38
1077,Travis Scott,ASTROWORLD,2018,4,NO BYSTANDERS,146,73,292,4/4,A# Menor,3A,3:38
1078,Travis Scott,ASTROWORLD,2018,5,BUTTERFLY EFFECT,141,70.5,282,4/4,D# Menor,2A,3:10
1079,Travis Scott,UTOPIA,2023,1,HYAENA,140,70,280,4/4,F# Menor,11A,3:42
1080,Travis Scott,UTOPIA,2023,2,MY EYES,119,59.5,238,4/4,G# Menor,1A,4:11
1081,Travis Scott,UTOPIA,2023,3,MELTDOWN (ft. Drake),136,68,272,4/4,C# Menor,12A,4:06
1082,Travis Scott,UTOPIA,2023,4,FE!N (ft. Playboi Carti),148,74,296,4/4,A# Menor,3A,3:11
1083,Travis Scott,UTOPIA,2023,5,I KNOW ?,118,59,236,4/4,D# Menor,2A,3:31
1084,Travis Scott,UTOPIA,2023,6,"TELEKINESIS (ft. SZA, Future)",83,41.5,166,4/4,F# Menor,11A,5:53
1085,J. Cole,Cole World: The Sideline Story,2011,1,Work Out,93,46.5,186,4/4,F# Menor,11A,3:55
1086,J. Cole,Cole World: The Sideline Story,2011,2,Can't Get Enough (ft. Trey Songz),98,49,196,4/4,G# Menor,1A,3:46
1087,J. Cole,Born Sinner,2013,1,Power Trip (ft. Miguel),100,50,200,4/4,C# Menor,12A,4:01
1088,J. Cole,Born Sinner,2013,2,Crooked Smile (ft. TLC),85,42.5,170,4/4,A# Menor,3A,4:38
1089,J. Cole,Born Sinner,2013,3,"She Knows (ft. Amber Coffman, Cults)",140,70,280,4/4,D# Menor,2A,4:57
1090,J. Cole,2014 Forest Hills Drive,2014,1,Wet Dreamz,175,87.5,350,4/4,F# Menor,11A,3:59
1091,J. Cole,2014 Forest Hills Drive,2014,2,A Tale of 2 Citiez,90,45,180,4/4,G# Menor,1A,4:29
1092,J. Cole,2014 Forest Hills Drive,2014,3,G.O.M.D.,83,41.5,166,4/4,C# Menor,12A,5:01
1093,J. Cole,2014 Forest Hills Drive,2014,4,No Role Modelz,100,50,200,4/4,A# Menor,3A,4:52
1094,J. Cole,2014 Forest Hills Drive,2014,5,Apparently,76,38,152,4/4,D# Menor,2A,4:53
1095,J. Cole,2014 Forest Hills Drive,2014,6,Love Yourz,84,42,168,4/4,F# Menor,11A,3:31
1096,J. Cole,Singles,2019,1,Middle Child,124,62,248,4/4,C# Menor,12A,3:33
1097,J. Cole,The Off-Season,2021,1,"my.life (con 21 Savage, Morray)",140,70,280,4/4,G# Menor,1A,3:38
1098,J. Cole,The Off-Season,2021,2,pride.is.the.devil (con Lil Baby),88,44,176,4/4,A# Menor,3A,3:38
1099,J. Cole,The Off-Season,2021,3,amari,133,66.5,266,4/4,D# Menor,2A,2:28
1100,Future,DS2,2015,1,Thought It Was a Drought,130,65,260,4/4,F# Menor,11A,3:47
1101,Future,DS2,2015,2,Where Ya At (ft. Drake),134,67,268,4/4,G# Menor,1A,3:27
1102,Future,DS2,2015,3,Stick Talk,150,75,300,4/4,C# Menor,12A,2:50
1103,Future,DS2,2015,4,Trap Niggas,140,70,280,4/4,A# Menor,3A,3:04
1104,Future,DS2,2015,5,Fuck Up Some Commas,140,70,280,4/4,D# Menor,2A,3:57
1105,Future,FUTURE,2017,1,Mask Off,150,75,300,4/4,D# Menor,2A,3:24
1106,Future,FUTURE,2017,2,Draco,142,71,284,4/4,F# Menor,11A,3:45
1107,Future,HNDRXX,2017,1,Selfish (ft. Rihanna),96,48,192,4/4,G# Menor,1A,4:11
1108,Future,I Never Liked You,2022,1,712PM,130,65,260,4/4,C# Menor,12A,2:56
1109,Future,I Never Liked You,2022,2,PUFFIN ON ZOOTIEZ,125,62.5,250,4/4,A# Menor,3A,2:52
1110,Future,I Never Liked You,2022,3,"WAIT FOR U (ft. Drake, Tems)",83,41.5,166,4/4,G# Menor,1A,3:09
1111,Future,We Don't Trust You,2024,1,"Type Shit (con Metro Boomin, Travis Scott, Playboi Carti)",140,70,280,4/4,C# Menor,12A,3:48
1112,Future,We Don't Trust You,2024,2,"Like That (con Metro Boomin, Kendrick Lamar)",162,81,324,4/4,F# Menor,11A,4:27
1113,Future,We Don't Trust You,2024,3,"Cinderella (con Metro Boomin, Travis Scott)",135,67.5,270,4/4,D# Menor,2A,2:49
1114,Lil Wayne,Tha Carter,2004,1,Go DJ,79,39.5,158,4/4,F# Menor,11A,4:41
1115,Lil Wayne,Tha Carter,2004,2,BM J.R.,85,42.5,170,4/4,G# Menor,1A,4:58
1116,Lil Wayne,Tha Carter II,2005,1,Fireman,81,40.5,162,4/4,C# Menor,12A,4:23
1117,Lil Wayne,Tha Carter II,2005,2,Hustler Musik,82,41,164,4/4,A# Menor,3A,5:03
1118,Lil Wayne,Tha Carter II,2005,3,Shooter (ft. Robin Thicke),87,43.5,174,4/4,D# Menor,2A,4:35
1119,Lil Wayne,Tha Carter III,2008,1,3 Peat,80,40,160,4/4,F# Menor,11A,3:19
1120,Lil Wayne,Tha Carter III,2008,2,Mr. Carter (ft. Jay-Z),90,45,180,4/4,G# Menor,1A,5:16
1121,Lil Wayne,Tha Carter III,2008,3,A Milli,151,75.5,302,4/4,C Menor,5A,3:41
1122,Lil Wayne,Tha Carter III,2008,4,Got Money (ft. T-Pain),125,62.5,250,4/4,C# Menor,12A,4:04
1123,Lil Wayne,Tha Carter III,2008,5,Lollipop (ft. Static Major),148,74,296,4/4,D# Menor,2A,4:59
1124,Lil Wayne,Tha Carter III,2008,6,"Mrs. Officer (ft. Bobby V, Kidd Kidd)",84,42,168,4/4,F# Menor,11A,4:47
1125,Lil Wayne,Tha Carter IV,2011,1,6 Foot 7 Foot (ft. Cory Gunz),80,40,160,4/4,G# Menor,1A,4:08
1126,Lil Wayne,Tha Carter IV,2011,2,How to Love,77,38.5,154,4/4,B Mayor,1B,4:00
1127,Lil Wayne,Tha Carter IV,2011,3,She Will (ft. Drake),151,75.5,302,4/4,A# Menor,3A,5:05
1128,Lil Wayne,Tha Carter IV,2011,4,Mirror (ft. Bruno Mars),76,38,152,4/4,C# Menor,12A,3:48
1129,Lil Wayne,Tha Carter V,2018,1,Mona Lisa (ft. Kendrick Lamar),122,61,244,4/4,D# Menor,2A,5:24
1130,Lil Wayne,Tha Carter V,2018,2,Uproar,99,49.5,198,4/4,F# Menor,11A,3:13
1131,Doja Cat,Hot Pink,2019,1,Cyber Sex,127,63.5,254,4/4,F# Menor,11A,2:46
1132,Doja Cat,Hot Pink,2019,2,Rules,145,72.5,290,4/4,G# Menor,1A,3:07
1133,Doja Cat,Hot Pink,2019,3,Say So,111,55.5,222,4/4,D# Menor,2A,3:58
1134,Doja Cat,Hot Pink,2019,4,Like That (ft. Gucci Mane),106,53,212,4/4,A# Menor,3A,2:43
1135,Doja Cat,Hot Pink,2019,5,Streets,90,45,180,4/4,B Menor,10A,3:47
1136,Doja Cat,Planet Her,2021,1,Woman,108,54,216,4/4,G# Menor,1A,2:52
1137,Doja Cat,Planet Her,2021,2,Kiss Me More (ft. SZA),111,55.5,222,4/4,A♭ Mayor,4B,3:28
1138,Doja Cat,Planet Her,2021,3,You Right (con The Weeknd),129,64.5,258,4/4,C# Menor,12A,3:06
1139,Doja Cat,Planet Her,2021,4,Need to Know,130,65,260,4/4,D# Menor,2A,3:30
1140,Doja Cat,Planet Her,2021,5,Ain't Shit,136,68,272,4/4,F# Menor,11A,2:54
1141,Doja Cat,Planet Her,2021,6,Get Into It (Yuh),92,46,184,4/4,C# Menor,12A,2:18
1142,Doja Cat,Scarlet,2023,1,Paint The Town Red,100,50,200,4/4,A# Menor,3A,3:51
1143,Doja Cat,Scarlet,2023,2,Demons,134,67,268,4/4,G# Menor,1A,3:15
1144,Doja Cat,Scarlet,2023,3,Agora Hills,123,61.5,246,4/4,F# Menor,11A,4:25
1145,Doja Cat,Scarlet,2023,4,Attention,90,45,180,4/4,D# Menor,2A,4:37
1146,Ice Spice,Like..?,2023,1,In Ha Mood,142,71,284,4/4,F# Menor,11A,2:09
1147,Ice Spice,Like..?,2023,2,Princess Diana (con Nicki Minaj),147,73.5,294,4/4,G# Menor,1A,2:52
1148,Ice Spice,Like..?,2023,3,Gangsta Boo (ft. Lil Tjay),140,70,280,4/4,C# Menor,12A,2:39
1149,Ice Spice,Like..?,2023,4,Munch (Feelin' U),144,72,288,4/4,A# Menor,3A,1:44
1150,Ice Spice,Like..?,2023,5,Bikini Bottom,140,70,280,4/4,D# Menor,2A,1:46
1151,Ice Spice,Like..?,2023,6,Deli,143,71.5,286,4/4,F# Menor,11A,2:07
1152,Ice Spice,Singles,2023,1,Boy's a Liar Pt. 2 (con PinkPantheress),133,66.5,266,4/4,B♭ Mayor,6B,2:11
1153,Ice Spice,Y2K!,2024,1,Think U The Shit (Fart),140,70,280,4/4,C# Menor,12A,2:21
1154,Ice Spice,Y2K!,2024,2,Gimmie A Light,145,72.5,290,4/4,G# Menor,1A,2:06
1155,Ice Spice,Y2K!,2024,3,Did It First (con Central Cee),140,70,280,4/4,A# Menor,3A,1:58
1156,Central Cee,Wild West,2021,1,Loading,142,71,284,4/4,C# Menor,12A,2:53
1157,Central Cee,Wild West,2021,2,Commitment Issues,142,71,284,4/4,F# Menor,11A,2:30
1158,Central Cee,Wild West,2021,3,6 For 6,140,70,280,4/4,G# Menor,1A,2:28
1159,Central Cee,Wild West,2021,4,Day in the Life,140,70,280,4/4,A# Menor,3A,3:08
1160,Central Cee,23,2022,1,Khabib,142,71,284,4/4,D# Menor,2A,3:18
1161,Central Cee,23,2022,2,Straight Back to It,140,70,280,4/4,C# Menor,12A,3:16
1162,Central Cee,23,2022,3,Obsessed With You,135,67.5,270,4/4,F# Menor,11A,1:48
1163,Central Cee,23,2022,4,Retail Therapy,142,71,284,4/4,G# Menor,1A,2:55
1164,Central Cee,Singles,2022,1,Doja,140,70,280,4/4,A# Menor,3A,1:37
1165,Central Cee,Singles,2022,2,Let Go,140,70,280,4/4,C# Menor,12A,2:54
1166,Central Cee,Singles,2023,1,Sprinter (con Dave),141,70.5,282,4/4,D# Menor,2A,3:49
1167,Central Cee,Singles,2024,1,BAND4BAND (ft. Lil Baby),140,70,280,4/4,F# Menor,11A,2:20
1168,Stormzy,Gang Signs & Prayer,2017,1,Big for Your Boots,140,70,280,4/4,G# Menor,1A,3:58
1169,Stormzy,Gang Signs & Prayer,2017,2,Cold,140,70,280,4/4,C# Menor,12A,2:36
1170,Stormzy,Gang Signs & Prayer,2017,3,Shut Up,140,70,280,4/4,F# Menor,11A,2:59
1171,Stormzy,Gang Signs & Prayer,2017,4,"Blinded by Your Grace, Pt. 2 (ft. MNEK)",105,52.5,210,4/4,D Mayor,10B,3:50
1172,Stormzy,Heavy Is The Head,2019,1,Vossi Bop,140,70,280,4/4,D# Menor,2A,3:16
1173,Stormzy,Heavy Is The Head,2019,2,"Own It (ft. Ed Sheeran, Burna Boy)",104,52,208,4/4,A# Menor,3A,3:37
1174,Stormzy,Heavy Is The Head,2019,3,Crown,92,46,184,4/4,F# Menor,11A,3:33
1175,Stormzy,Heavy Is The Head,2019,4,Audacity (ft. Headie One),140,70,280,4/4,C# Menor,12A,4:06
1176,Stormzy,This Is What I Mean,2022,1,Hide & Seek,100,50,200,4/4,G# Menor,1A,3:38
1177,Stormzy,This Is What I Mean,2022,2,Firebabe,80,40,160,4/4,C# Menor,12A,3:39
1178,Skepta,Konnichiwa,2016,1,Konnichiwa,140,70,280,4/4,F# Menor,11A,3:16
1179,Skepta,Konnichiwa,2016,2,Shutdown,140,70,280,4/4,G# Menor,1A,3:08
1180,Skepta,Konnichiwa,2016,3,That's Not Me (ft. Jme),140,70,280,4/4,C# Menor,12A,3:05
1181,Skepta,Konnichiwa,2016,4,Man,140,70,280,4/4,A# Menor,3A,3:34
1182,Skepta,Konnichiwa,2016,5,Numbers (ft. Pharrell Williams),116,58,232,4/4,D# Menor,2A,3:20
1183,Skepta,Ignorance Is Bliss,2019,1,Bullet from a Gun,140,70,280,4/4,F# Menor,11A,2:51
1184,Skepta,Ignorance Is Bliss,2019,2,Greaze Mode (ft. Nafe Smallz),140,70,280,4/4,G# Menor,1A,2:48
1185,Skepta,Ignorance Is Bliss,2019,3,"Love Me Not (ft. Cheb Rabi, B Live)",130,65,260,4/4,C# Menor,12A,3:23
1186,Skepta,Singles,2018,1,Praise The Lord (Da Shine) (con A$AP Rocky),80,40,160,4/4,F# Menor,11A,3:25
1187,Skepta,Singles,2024,1,Gas Me Up (Diligent),140,70,280,4/4,A# Menor,3A,2:44
1188,Canserbero,Vida,2010,1,Mucho Gusto,90,45,180,4/4,C# Menor,12A,3:40
1189,Canserbero,Vida,2010,2,Clima Tropical,92,46,184,4/4,F# Menor,11A,3:35
1190,Canserbero,Vida,2010,3,Ley del Hielo,88,44,176,4/4,G# Menor,1A,3:10
1191,Canserbero,Vida,2010,4,¿Aceptas?,85,42.5,170,4/4,A# Menor,3A,4:48
1192,Canserbero,Vida,2010,5,Pensando en Ti,85,42.5,170,4/4,C# Menor,12A,4:00
1193,Canserbero,Vida,2010,6,Y la Felicidad Qué,90,45,180,4/4,D# Menor,2A,4:56
1194,Canserbero,Vida,2010,7,Hace Falta Soñar,88,44,176,4/4,F# Menor,11A,3:38
1195,Canserbero,Muerte,2012,1,C'est la mort,88,44,176,4/4,C# Menor,12A,7:20
1196,Canserbero,Muerte,2012,2,Es Épico,90,45,180,4/4,F# Menor,11A,6:02
1197,Canserbero,Muerte,2012,3,En el Valle de las Sombras,90,45,180,4/4,G# Menor,1A,5:40
1198,Canserbero,Muerte,2012,4,De mi Muerte,88,44,176,4/4,A# Menor,3A,3:41
1199,Canserbero,Muerte,2012,5,Jeremías 17:5,88,44,176,4/4,D# Menor,2A,5:18
1200,Canserbero,Muerte,2012,6,El Primer Trago,90,45,180,4/4,C# Menor,12A,6:20
1201,Canserbero,Muerte,2012,7,Maquiavélico,85,42.5,170,4/4,F# Menor,11A,4:44
1202,Canserbero,Muerte,2012,8,Mundo de Piedra,92,46,184,4/4,G# Menor,1A,4:44
1203,Canserbero,Apa y Can,2013,1,Ready (con Apache),90,45,180,4/4,C# Menor,12A,4:12
1204,Canserbero,Apa y Can,2013,2,Stop (con Apache),90,45,180,4/4,A# Menor,3A,3:45
1205,Nach,Poesía Difusa,2003,1,El Regreso,90,45,180,4/4,F# Menor,11A,4:32
1206,Nach,Poesía Difusa,2003,2,Desafío,95,47.5,190,4/4,G# Menor,1A,4:40
1207,Nach,Poesía Difusa,2003,3,Amor Libre,88,44,176,4/4,C# Menor,12A,5:08
1208,Nach,Poesía Difusa,2003,4,Chico Problemático,90,45,180,4/4,A# Menor,3A,4:15
1209,Nach,Un Día En Suburbia,2008,1,Efectos Vocales,90,45,180,4/4,D# Menor,2A,3:18
1210,Nach,Un Día En Suburbia,2008,2,Mil Vidas,88,44,176,4/4,C# Menor,12A,4:24
1211,Nach,Un Día En Suburbia,2008,3,Manifiesto,90,45,180,4/4,F# Menor,11A,4:56
1212,Nach,Un Día En Suburbia,2008,4,Héroes Compromiso,90,45,180,4/4,G# Menor,1A,4:42
1213,Nach,Un Día En Suburbia,2008,5,Anochece,85,42.5,170,4/4,A# Menor,3A,4:45
